X,Y,Z,IR,RED,HeartRate,RespirationRate,SPO2,Activity,HR Mean,RR Mean,SPO2 Mean
-0.03,-0.17,0.96,8482,10588,62.5,17.34104046,97.18378017,3,,,
-0.04,-0.24,0.95,8512,10554,44.7761194,22.90076336,93.28055858,3,,,
-0.09,-0.22,0.96,8521,10676,57.69230769,19.60784314,99.55636828,3,,,
-0.06,-0.2,0.96,8472,10613,83.33333333,23.80952381,95.63528622,3,,,
-0.08,-0.2,1.02,8482,10665,15,19.73684211,94.86044345,3,,,
-0.04,-0.17,0.94,8543,10649,57.69230769,23.4375,96.9526775,3,,,
-0.06,-0.16,1,8441,10611,85.71428571,19.73684211,98.99750725,3,,,
-0.03,-0.19,1.04,8500,10579,14.92537313,23.07692308,98.02593845,3,,,
-0.03,-0.2,0.99,8521,10590,57.69230769,15.46391753,94.37917875,3,,,
-0.09,-0.19,1.02,8420,10568,85.71428571,21.42857143,95.17544639,3,,,
-0.05,-0.19,0.96,8519,10555,16.12903226,20.40816327,99.63611797,3,,,
-0.04,-0.22,1.05,8443,10552,11.9047619,23.62204724,97.89956971,3,,,
-0.09,-0.21,1.02,8467,10589,11.95219124,19.48051948,94.58969452,3,,,
-0.05,-0.17,1.05,8444,10571,11.67315175,20.68965517,95.13634063,3,,,
0,-0.16,1.06,8462,10563,21.73913043,11.85770751,94.88682934,3,,,
-0.03,-0.2,1.01,8463,10555,81.08108108,12.29508197,94.86440725,3,,,
-0.01,-0.2,0.99,8519,10636,52.63157895,14.35406699,98.04043174,3,,,
-0.01,-0.21,0.95,8457,10545,78.94736842,17.75147929,99.40446805,3,,,
-0.01,-0.21,0.94,8525,10627,61.2244898,16.39344262,82.69759149,3,,,
0,-0.19,1.01,8443,10569,73.17073171,20,94.59057746,3,,,
-0.03,-0.19,1.01,8503,10617,40.54054054,20.27027027,95.13384394,3,,,
-0.03,-0.2,1.05,8465,10626,81.08108108,21.58273381,94.88682934,3,,,
-0.03,-0.21,0.94,8415,10568,52.63157895,22.3880597,94.86440725,3,,,
-0.01,-0.2,0.94,8496,10600,88.23529412,15.87301587,98.04043171,3,,,
0,-0.2,1.12,8449,10575,47.61904762,21.58273381,99.40446794,3,,,
-0.04,-0.15,1.14,8460,10499,66.66666667,20.97902098,82.69759244,3,,,
-0.17,-0.2,0.88,8421,10560,57.69230769,19.73684211,94.59057746,3,,,
-0.17,-0.19,0.98,8426,10613,75,20.83333333,95.13384411,3,,,
0.01,-0.17,0.99,8474,10557,50.84745763,20,94.86348703,3,,,
0.01,-0.19,1.01,8472,10586,88.23529412,20.13422819,95.217978,3,,,
-0.04,-0.17,0.94,8465,10548,49.18032787,21.58273381,95.55904022,3,,,
-0.05,-0.2,1.08,8470,10582,66.66666667,21.73913043,97.42683849,3,,,
0,-0.2,1.01,8426,10555,57.69230769,21.58273381,99.23323202,3,,,
-0.04,-0.19,0.98,8491,10596,75,20.97902098,96.08369516,3,,,
-0.04,-0.2,1,8451,10519,50,22.72727273,99.76412511,3,,,
0,-0.17,1,8486,10583,88.23529412,15.87301587,98.01066701,3,,,
-0.01,-0.17,1,8458,10611,50,21.42857143,95.2147626,3,,,
0.01,-0.2,1,8423,10528,66.66666667,20,99.76341069,3,,,
0,-0.21,0.94,8462,10552,88.23529412,22.3880597,98.03444451,3,,,
-0.04,-0.19,0.94,8441,10576,46.875,19.60784314,99.64118844,3,,,
-0.01,-0.17,1.01,8442,10525,78.94736842,20.83333333,94.87121855,3,,,
-0.03,-0.19,0.98,8414,10559,48.38709677,19.60784314,95.23450942,3,,,
-0.03,-0.2,1.04,8427,10534,50,22.90076336,95.54834744,3,,,
-0.04,-0.19,0.98,8401,10524,63.82978723,22.22222222,96.83797314,3,,,
0,-0.19,1.02,8440,10488,90.90909091,22.90076336,99.95437553,3,,,
0,-0.19,1.06,8500,10560,50,20.54794521,97.89381261,3,,,
0,-0.19,1.01,8442,10512,50.84745763,20.40816327,99.63924898,3,,,
-0.01,-0.19,1.06,8443,10551,63.82978723,19.35483871,94.87121855,3,,,
-0.03,-0.2,1.02,8418,10506,85.71428571,11.95219124,95.23450941,3,,,
0,-0.21,1.02,8492,10569,54.54545455,17.24137931,95.54834742,3,,,
-0.05,-0.19,0.99,8424,10502,69.76744186,21.42857143,96.83797309,3,,,
0,-0.2,1.01,8436,10589,73.17073171,22.22222222,99.95437553,3,,,
0,-0.19,0.94,8430,10494,47.61904762,20,97.89381263,3,,,
-0.09,-0.2,1.04,8532,10560,62.5,20.27027027,99.63924897,3,,,
-0.03,-0.2,1.02,8464,10576,88.23529412,21.42857143,94.90008609,3,,,
-0.04,-0.2,1.01,8544,10596,56.60377358,20.68965517,94.88953263,3,,,
-0.03,-0.21,0.99,8482,10581,71.42857143,20.40816327,96.169138,3,,,
-0.06,-0.21,0.99,8523,10593,69.76744186,19.48051948,97.18902458,3,,,
-0.05,-0.22,0.99,8553,10700,47.61904762,12.19512195,98.58648108,3,,,
-0.05,-0.19,1.01,8504,10575,62.5,17.24137931,99.90900665,3,,,
-0.04,-0.2,1.01,8504,10588,88.23529412,20.40816327,99.94687008,3,,,
0,-0.21,1,8543,10594,58.82352941,20.13422819,95.46408189,3,,,
-0.05,-0.21,1,8477,10619,60,19.23076923,99.53427267,3,,,
-0.08,-0.2,1.02,8496,10563,28.57142857,12.5,99.89908185,3,,,
0,-0.2,1.04,8541,10565,31.57894737,21.42857143,99.94741833,3,,,
-0.05,-0.2,1,8506,10636,29.7029703,19.48051948,95.271992,3,,,
0.01,-0.2,1.05,8501,10589,29.41176471,18.86792453,99.3046752,3,,,
-0.01,-0.21,1.04,8508,10613,166.6666667,20.54794521,94.90185269,3,,,
0,-0.2,1.02,8479,10577,53.57142857,19.23076923,94.87621767,3,,,
-0.01,-0.17,0.99,8499,10515,107.1428571,17.34104046,96.14678731,3,,,
-0.03,-0.21,1.01,8559,10652,75,17.64705882,97.01600774,3,,,
-0.03,-0.19,0.98,8472,10560,60,23.4375,97.78697466,3,,,
-0.01,-0.22,0.99,8526,10548,78.94736842,19.86754967,87.53205255,3,,,
-0.05,-0.21,1.01,8529,10602,68.18181818,17.44186047,95.2723723,3,,,
-0.01,-0.19,0.98,8478,10592,27.02702703,22.72727273,99.3045408,3,,,
-0.03,-0.19,0.99,8502,10564,76.92307692,17.04545455,94.9018527,3,,,
-0.03,-0.2,1.04,8523,10572,60,,94.87621767,3,,,
-0.04,-0.2,0.96,8474,10599,81.08108108,,96.14678728,3,,,
-0.01,-0.2,0.99,8476,10578,66.66666667,,97.01600771,3,,,
0,-0.21,0.95,8507,10595,27.02702703,,97.78697466,3,,,
-0.01,-0.21,1,8462,10566,76.92307692,,87.53205284,3,,,
-0.08,-0.2,1,8528,10533,58.82352941,,95.2723723,3,,,
-0.03,-0.2,1.06,8437,10564,107.1428571,,99.30454079,3,,,
-0.06,-0.19,1.01,8501,10575,60,,94.89006855,3,,,
-0.08,-0.21,0.98,8522,10602,69.76744186,,95.34906431,3,,,
-0.03,-0.2,0.99,8443,10589,41.66666667,,96.86576711,3,,,
-0.05,-0.2,0.94,8480,10545,71.42857143,,99.26416773,3,,,
-0.03,-0.19,1.05,8533,10552,62.5,,96.1260034,3,,,
-0.05,-0.2,1.01,8483,10640,85.71428571,,99.46087904,3,,,
-0.05,-0.21,1.02,8494,10607,40,,99.95646178,3,,,
-0.01,-0.19,1,8466,10603,55.55555556,,87.19041261,3,,,
-0.04,-0.21,1,8477,10574,37.5,,96.14189225,3,,,
-0.01,-0.2,1.09,8471,10514,57.69230769,,99.74931199,3,,,
-0.08,-0.21,0.94,8527,10610,83.33333333,,84.98162957,3,,,
-0.06,-0.2,0.98,8477,10586,15.625,,94.90648992,3,,,
-0.06,-0.2,1,8442,10554,57.69230769,,95.21712927,3,,,
-0.08,-0.21,1,8534,10568,85.71428571,,96.5904527,3,,,
-0.03,-0.17,1.05,8489,10593,15.54404145,,91.19408728,3,,,
-0.08,-0.17,0.93,8517,10612,57.69230769,,99.74201529,3,,,
-0.04,-0.21,1.05,8463,10644,85.71428571,,84.99519644,3,,,
-0.03,-0.17,0.96,8482,10588,15.95744681,,94.90648993,3,,,
-0.04,-0.24,0.95,8512,10554,11.85770751,,95.21712926,3,,,
-0.09,-0.22,0.96,8521,10676,61.2244898,,96.59045267,3,,,
-0.06,-0.2,0.96,8472,10613,56.60377358,,91.19408754,3,,,
-0.08,-0.2,1.02,8482,10665,81.08108108,,99.74201529,3,,,
-0.04,-0.17,0.94,8543,10649,15.87301587,,84.99519646,3,,,
-0.06,-0.16,1,8441,10611,57.69230769,,94.87159179,3,,,
-0.03,-0.19,1.04,8500,10579,83.33333333,,95.10707625,3,,,
-0.03,-0.2,0.99,8521,10590,15.78947368,,96.95767567,3,,,
-0.09,-0.19,1.02,8420,10568,57.69230769,,96.84350788,3,,,
-0.05,-0.19,0.96,8519,10555,85.71428571,,96.55113896,3,,,
-0.04,-0.22,1.05,8443,10552,16.04278075,,98.86585831,3,,,
-0.09,-0.21,1.02,8467,10589,11.9047619,,99.72106586,3,,,
-0.05,-0.17,1.05,8444,10571,88.23529412,,97.85047123,3,,,
0,-0.16,1.06,8462,10563,58.82352941,,94.95909086,3,,,
-0.03,-0.2,1.01,8463,10555,75,,89.77842157,3,,,
-0.01,-0.2,0.99,8519,10636,22.3880597,,99.7233288,3,,,
-0.01,-0.21,0.95,8457,10545,71.42857143,,97.73342526,3,,,
-0.01,-0.21,0.94,8525,10627,57.69230769,,95.28972019,3,,,
0,-0.19,1.01,8443,10569,78.94736842,,94.79150564,3,,,
-0.03,-0.19,1.01,8503,10617,17.24137931,,94.77125917,3,,,
-0.03,-0.2,1.05,8465,10626,56.60377358,,94.79544608,3,,,
-0.03,-0.21,0.94,8415,10568,83.33333333,,94.85135801,3,,,
-0.01,-0.2,0.94,8496,10600,17.14285714,,95.19112811,3,,,
0,-0.2,1.12,8449,10575,61.2244898,,95.42765147,3,,,
-0.04,-0.15,1.14,8460,10499,34.48275862,,97.63368445,3,,,
-0.17,-0.2,0.88,8421,10560,43.47826087,,95.28357813,3,,,
-0.17,-0.19,0.98,8426,10613,43.47826087,,94.79150564,3,,,
0.01,-0.17,0.99,8474,10557,71.42857143,,94.77125917,3,,,
0.01,-0.19,1.01,8472,10586,31.25,,94.79544608,3,,,
-0.04,-0.17,0.94,8465,10548,75,,94.85135801,3,,,
-0.05,-0.2,1.08,8470,10582,31.91489362,,95.1911281,3,,,
0,-0.2,1.01,8426,10555,68.18181818,,95.42765146,3,,,
-0.04,-0.19,0.98,8491,10596,32.25806452,,97.63368444,3,,,
-0.04,-0.2,1,8451,10519,81.08108108,,95.28357813,3,,,
0,-0.17,1,8486,10583,30.3030303,,94.7934948,3,,,
-0.01,-0.17,1,8458,10611,73.17073171,,94.83876363,3,,,
0.01,-0.2,1,8423,10528,57.69230769,,94.83392472,3,,,
0,-0.21,0.94,8462,10552,68.18181818,,94.8669725,3,,,
-0.04,-0.19,0.94,8441,10576,55.55555556,,95.90597664,3,,,
-0.01,-0.17,1.01,8442,10525,69.76744186,,96.48115638,3,,,
-0.03,-0.19,0.98,8414,10559,83.33333333,,96.68530656,3,,,
-0.03,-0.2,1.04,8427,10534,53.57142857,,96.08020415,3,,,
-0.04,-0.19,0.98,8401,10524,44.7761194,,99.24539393,3,,,
0,-0.19,1.02,8440,10488,75,,99.82047362,3,,,
0,-0.19,1.06,8500,10560,88.23529412,,93.21383881,3,,,
0,-0.19,1.01,8442,10512,52.63157895,,97.22515714,3,,,
-0.01,-0.19,1.06,8443,10551,41.66666667,,99.29841654,3,,,
-0.03,-0.2,1.02,8418,10506,76.92307692,,99.7595241,3,,,
0,-0.21,1.02,8492,10569,62.5,,93.27243266,3,,,
-0.05,-0.19,0.99,8424,10502,71.42857143,,97.2251391,3,,,
0,-0.2,1.01,8436,10589,81.08108108,,99.29841654,3,,,
0,-0.19,0.94,8430,10494,55.55555556,,99.7595241,3,,,
-0.01,-0.19,1.01,8480,10525,43.47826087,,93.27243267,3,,,
0,-0.19,1.04,8462,10557,73.17073171,,97.2251391,3,,,
-0.01,-0.19,1.02,8422,10533,62.5,,99.76413993,3,,,
0.01,-0.21,1.04,8486,10524,71.42857143,,99.94706756,3,,,
0.01,-0.19,0.94,8451,10536,81.08108108,,99.6826177,3,,,
0,-0.2,1.02,8390,10516,56.60377358,,94.18770607,3,,,
-0.03,-0.2,1.01,8460,10498,43.47826087,,99.86672594,3,,,
0,-0.19,1.02,8460,10533,69.76744186,,99.69484548,3,,,
-0.04,-0.19,0.96,8423,10501,60,,90.83197403,3,,,
-0.01,-0.19,1,8461,10517,71.42857143,,99.94030431,3,,,
0,-0.19,1,8415,10499,62.5,,98.71008168,3,,,
0.01,-0.17,1.01,8476,10502,58.82352941,,96.17304826,3,,,
0.01,-0.17,1.01,8450,10505,69.76744186,,99.67469082,3,,,
-0.01,-0.17,0.98,8444,10496,130.4347826,,99.70349202,3,,,
0.03,-0.17,1.04,8482,10491,62.5,,90.77426709,3,,,
0.01,-0.17,1.01,8389,10487,68.18181818,,99.94019152,3,,,
0.01,-0.19,0.98,8479,10507,69.76744186,,98.71007021,3,,,
0.03,-0.19,1.08,8415,10549,69.76744186,,97.29533468,3,,,
0.06,-0.19,1.01,8421,10522,42.25352113,,98.98464253,3,,,
0.05,-0.19,1.01,8450,10489,58.82352941,,98.57987607,3,,,
0.03,-0.19,1.02,8422,10509,41.66666667,,94.78405648,3,,,
0,-0.2,1.01,8500,10546,71.42857143,,98.36907108,3,,,
-0.05,-0.17,1.05,8438,10498,25.86206897,,98.48890424,3,,,
0.03,-0.2,1.02,8468,10479,58.82352941,,97.26509027,3,,,
0,-0.19,1.09,8429,10499,176.4705882,,98.98506022,3,,,
-0.01,-0.19,1.05,8462,10549,56.60377358,,98.5799134,3,,,
-0.04,-0.19,1.01,8432,10527,71.42857143,,94.78405653,3,,,
-0.01,-0.19,1.02,8411,10472,25.64102564,,98.36907103,3,,,
-0.03,-0.19,0.98,8420,10582,61.2244898,,98.48890425,3,,,
-0.01,-0.17,1.01,8421,10477,36.58536585,,97.26509028,3,,,
0.03,-0.17,1.05,8464,10541,29.7029703,,98.98506022,3,,,
0.03,-0.16,1.05,8472,10553,78.94736842,,98.7169173,3,,,
0.04,-0.19,1.02,8379,10527,65.2173913,,82.90550465,3,,,
-0.01,-0.17,1.02,8453,10525,71.42857143,,90.40413148,3,,,
-0.03,-0.19,1.02,8443,10554,60,,99.6898057,3,,,
-0.01,-0.2,1.01,8435,10618,166.6666667,,92.38654539,3,,,
-0.01,-0.19,1,8454,10552,33.33333333,,99.8266606,3,,,
0.01,-0.19,0.96,8413,10526,73.17073171,,99.44543112,3,,,
0.03,-0.17,0.96,8465,10525,48.38709677,,99.7301076,3,,,
-0.05,-0.17,1.02,8437,10559,35.29411765,,99.63812689,3,,,
-0.04,-0.2,0.98,8442,10527,111.1111111,,92.0979958,3,,,
0.03,-0.17,0.99,8475,10509,44.11764706,,99.8265421,3,,,
0.04,-0.19,1.08,8457,10560,66.66666667,,99.44534072,3,,,
0.01,-0.17,1.06,8461,10587,48.38709677,,99.72872347,3,,,
0,-0.19,0.99,8428,10546,35.29411765,,99.29468043,3,,,
-0.04,-0.2,0.98,8455,10552,115.3846154,,99.30538593,3,,,
-0.03,-0.2,0.95,8445,10561,43.47826087,,95.63317488,3,,,
-0.01,-0.2,1.05,8427,10528,65.2173913,,99.89188896,3,,,
-0.04,-0.2,0.99,8430,10545,49.18032787,,99.69634629,3,,,
-0.01,-0.2,0.99,8476,10513,34.88372093,,99.03277306,3,,,
0.03,-0.16,1,8425,10560,65.2173913,,99.28403668,3,,,
0.04,-0.19,1.01,8452,10584,15.07537688,,95.63317406,3,,,
0.01,-0.19,0.99,8427,10495,61.2244898,,99.89188896,3,,,
0,-0.2,0.98,8446,10596,50,,99.69634629,3,,,
0,-0.19,0.99,8437,10499,19.48051948,,99.03277306,3,,,
-0.01,-0.2,0.99,8454,10540,57.69230769,,99.28403667,3,,,
0.01,-0.19,1,8441,10531,83.33333333,,89.77128649,3,,,
0,-0.19,0.99,8480,10530,17.04545455,,94.35763999,3,,,
0.04,-0.17,0.98,8434,10581,57.69230769,,96.23964754,3,,,
0.01,-0.17,1.08,8471,10560,85.71428571,,94.74574181,3,,,
0.03,-0.2,1.02,8392,10526,16.94915254,,99.87547507,3,,,
0.01,-0.19,1.06,8463,10509,57.69230769,,99.81976369,3,,,
0.01,-0.2,1.02,8455,10551,85.71428571,,86.83784937,3,,,
0,-0.2,0.99,8436,10594,15.70680628,,98.52234825,3,,,
0.01,-0.19,1.01,8446,10497,12.04819277,,97.38384541,3,,,
-0.01,-0.19,1,8479,10552,83.33333333,,99.77762937,3,,,
-0.03,-0.2,0.95,8467,10513,56.60377358,,96.77586391,3,,,
0.01,-0.17,1,8475,10513,83.33333333,,99.85080626,3,,,
0.03,-0.19,1.04,8390,10483,17.04545455,,99.78752777,3,,,
0.04,-0.2,1,8416,10513,57.69230769,,99.50433676,3,,,
-0.01,-0.2,0.98,8438,10547,85.71428571,,99.44835901,3,,,
0.03,-0.19,1.05,8425,10496,16.94915254,,95.47737442,3,,,
-0.03,-0.21,0.94,8465,10535,57.69230769,,94.86958964,3,,,
-0.03,-0.21,1.01,8420,10523,85.71428571,,94.71013567,3,,,
0.03,-0.2,1,8421,10524,16.04278075,,99.87207019,3,,,
0.05-0.09,-0.2,1.04,8473,10469,11.32075472,,99.78460547,3,,,
-0.03,-0.2,1.02,8424,10575,120,,99.50497117,3,,,
-0.04,-0.2,1.01,8414,10537,57.69230769,,99.44837132,3,,,
-0.03,-0.21,0.99,8451,10503,85.71428571,,95.47737441,3,,,
-0.06,-0.21,0.99,8483,10614,16.94915254,,94.86958964,3,,,
-0.05,-0.22,0.99,8427,10525,57.69230769,,94.71013567,3,,,
-0.05,-0.19,1.01,8494,10545,85.71428571,,99.87207019,3,,,
-0.04,-0.2,1.01,8470,10524,16.94915254,,99.78460547,3,,,
0,-0.21,1,8410,10502,57.69230769,,99.50497118,3,,,
-0.05,-0.21,1,8462,10543,90.90909091,,99.4495284,3,,,
-0.08,-0.2,1.02,8414,10534,16.66666667,,95.56082203,3,,,
0,-0.2,1.04,8420,10479,14.92537313,,96.76367652,3,,,
-0.05,-0.2,1,8446,10540,71.42857143,,99.70599675,3,,,
0.01,-0.2,1.05,8454,10547,47.61904762,,98.74737791,3,,,
-0.01,-0.21,1.04,8430,10547,56.60377358,,99.64599582,3,,,
0,-0.2,1.02,8425,10566,88.23529412,,98.98749158,3,,,
-0.01,-0.17,0.99,8403,10491,36.58536585,,99.77154074,3,,,
-0.03,-0.21,1.01,8446,10549,29.41176471,,98.53050704,3,,,
-0.03,-0.19,0.98,8376,10506,57.69230769,,98.01184462,3,,,
-0.01,-0.22,0.99,8444,10592,88.23529412,,99.73238657,3,,,
-0.05,-0.21,1.01,8410,10505,16.21621622,,98.84703809,3,,,
-0.01,-0.19,0.98,8441,10503,57.69230769,,99.77356792,3,,,
-0.03,-0.19,0.99,8435,10505,85.71428571,,98.52434315,3,,,
-0.03,-0.2,1.04,8342,10522,16.21621622,,98.01182917,3,,,
-0.04,-0.2,0.96,8396,10516,14.77832512,,94.74950564,3,,,
-0.01,-0.2,0.99,8532,10560,50,,94.37807538,3,,,
0,-0.21,0.95,8464,10576,73.17073171,,94.78052034,3,,,
-0.01,-0.21,1,8544,10596,60,,94.83606863,3,,,
-0.08,-0.2,1,8482,10581,27.52293578,,95.3684455,3,,,
-0.03,-0.2,1.06,8523,10593,43.47826087,,97.68112193,3,,,
-0.06,-0.19,1.01,8553,10700,68.18181818,,99.46947663,3,,,
-0.08,-0.21,0.98,8504,10575,62.5,,94.74950564,3,,,
-0.03,-0.2,0.99,8504,10588,28.84615385,,94.37807538,3,,,
-0.05,-0.2,0.94,8543,10594,41.09589041,,94.78052034,3,,,
-0.03,-0.19,1.05,8477,10619,37.97468354,,94.83606863,3,,,
-0.05,-0.2,1.01,8496,10563,26.08695652,,95.3684455,3,,,
-0.05,-0.21,1.02,8541,10565,38.46153846,,97.68112193,3,,,
-0.01,-0.19,1,8506,10636,26.78571429,,99.46947661,3,,,
-0.04,-0.21,1,8501,10589,33.33333333,,99.00653483,3,,,
-0.01,-0.2,1.09,8508,10613,36.58536585,,94.83350362,3,,,
-0.08,-0.21,0.94,8479,10577,62.5,,94.75434508,3,,,
-0.06,-0.2,0.98,8499,10515,53.57142857,,94.83533048,3,,,
-0.06,-0.2,1,8559,10652,29.41176471,,94.75707962,3,,,
-0.08,-0.21,1,8472,10560,38.46153846,,94.84486679,3,,,
-0.03,-0.17,1.05,8526,10548,61.2244898,,94.74475859,3,,,
-0.08,-0.17,0.93,8529,10602,53.57142857,,98.7723425,3,,,
-0.04,-0.21,1.05,8478,10592,29.41176471,,80.49160271,3,,,
-0.03,-0.17,0.96,8502,10564,38.46153846,,99.25559563,3,,,
-0.04,-0.24,0.95,8523,10572,61.2244898,,81.28865936,3,,,
-0.09,-0.22,0.96,8474,10599,32.25806452,,99.92405186,3,,,
-0.06,-0.2,0.96,8476,10578,28.57142857,,97.87680055,3,,,
-0.08,-0.2,1.02,8507,10595,37.97468354,,98.66364514,3,,,
-0.04,-0.17,0.94,8462,10566,25.42372881,,88.58785653,3,,,
-0.06,-0.16,1,8528,10533,35.71428571,,89.69973682,3,,,
-0.03,-0.19,1.04,8437,10564,142.8571429,,94.84180116,3,,,
-0.03,-0.2,0.99,8501,10575,,,94.83957944,3,,,
-0.09,-0.19,1.02,8522,10602,,,94.84634862,3,,,
-0.05,-0.19,0.96,8443,10589,,,94.89783197,3,,,
-0.04,-0.22,1.05,8480,10545,,,95.2191176,3,,,
-0.09,-0.21,1.02,8533,10552,,,96.28969965,3,,,
-0.05,-0.17,1.05,8483,10640,,,99.95349107,3,,,
0,-0.16,1.06,8494,10607,,,87.998401,3,,,
-0.03,-0.2,1.01,8466,10603,,,89.49861608,3,,,
-0.01,-0.2,0.99,8477,10574,,,94.84180116,3,,,
-0.01,-0.21,0.95,8471,10514,,,94.83957944,3,,,
-0.01,-0.21,0.94,8527,10610,,,94.84634862,3,,,
0,-0.19,1.01,8477,10586,,,94.89783197,3,,,
-0.03,-0.19,1.01,8442,10554,,,95.2191176,3,,,
-0.03,-0.2,1.05,8534,10568,,,96.28969965,3,,,
-0.03,-0.21,0.94,8489,10593,,,99.95349107,3,,,
-0.01,-0.2,0.94,8517,10612,,,87.99840107,3,,,
0,-0.2,1.12,8463,10644,,,90.77275703,3,,,
-0.04,-0.15,1.14,8482,10588,,,94.82022707,3,,,
-0.17,-0.2,0.88,8512,10554,,,94.71126248,3,,,
-0.17,-0.19,0.98,8521,10676,,,94.84208594,3,,,
0.01,-0.17,0.99,8472,10613,,,94.85397121,3,,,
0.01,-0.19,1.01,8482,10665,,,95.30344155,3,,,
-0.04,-0.17,0.94,8543,10649,,,96.62961405,3,,,
-0.05,-0.2,1.08,8441,10611,,,98.66711665,3,,,
0,-0.2,1.01,8500,10579,,,99.2027877,3,,,
-0.04,-0.19,0.98,8521,10590,,,98.93624228,3,,,
-0.04,-0.2,1,8420,10568,,,96.03602668,3,,,
0,-0.17,1,8519,10555,,,99.08720729,3,,,
-0.01,-0.17,1,8443,10552,,,91.45080056,3,,,
0.01,-0.2,1,8467,10589,,,94.62645639,3,,,
0,-0.21,0.94,8444,10571,,,89.54102898,3,,,
-0.04,-0.19,0.94,8462,10563,,,99.08508111,3,,,
-0.01,-0.17,1.01,8463,10555,,,98.81566978,3,,,
-0.03,-0.19,0.98,8519,10636,,,96.46386476,3,,,
-0.03,-0.2,1.04,8457,10545,,,99.85082263,3,,,
